"事务别名","名称","平均响应时间(ms)","总耗时(ms)","耗时百分比(%)","请求数","吞吐率(tps)","错误率(%)","错误数","慢次数","应用"
"URI/grcv5/wp/contractView/G_1_cantactCheck.htm","URI/grcv5/wp/contractView/G_1_cantactCheck.htm","211.75","3388","0.014003689","16","9.259259E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContractArchiveService.findArchiveByContractId.dwr","URI/grcv5/dwr/call/plaincall/dwrContractArchiveService.findArchiveByContractId.dwr","209.50073","144346","0.59662825","689","0.0039872685","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContractArchiveService.findArchiveByContractId.dwr","URI/grcv5/dwr/call/plaincall/dwrContractArchiveService.findArchiveByContractId.dwr","208.14583","59946","0.24777603","288","0.0016666667","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/serverapi/restapi/other/v1/download","SpringController/serverapi/restapi/other/v1/download","205.0","410","0.0016946613","2","1.1574074E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrWorkflowService.searchCandidates.dwr","URI/grcv5/dwr/call/plaincall/dwrWorkflowService.searchCandidates.dwr","205.0","205","8.4733067E-4","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/${url.rest.prefix.mobileapi.v1}/common-mobile/getMyRemindList (POST)","SpringController/${url.rest.prefix.mobileapi.v1}/common-mobile/getMyRemindList (POST)","204.75","3276","0.013540758","16","9.259259E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/contractView/G_1_secondContractApp.htm","URI/grcv5/wp/contractView/G_1_secondContractApp.htm","203.1384","45503","0.18807848","224","0.0012962963","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/lasContractSign/editLasContractSign.htm","URI/grcv5/wp/lasContractSign/editLasContractSign.htm","202.04878","16568","0.06848085","82","4.7453702E-4","0.0","0","2","org.springframework.boot.loader.WarLauncher"
"SpringController/${url.rest.prefix.mobileapi.v1}/common-mobile/getMyRemindList (POST)","SpringController/${url.rest.prefix.mobileapi.v1}/common-mobile/getMyRemindList (POST)","200.88889","1808","0.007473043","9","5.2083335E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrWorkflowListService.cancelEntriesWithData.dwr","URI/grcv5/dwr/call/plaincall/dwrWorkflowListService.cancelEntriesWithData.dwr","200.0","1200","0.0049599847","6","3.4722223E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/contractView/G_1_secondContractApp.htm","URI/grcv5/wp/contractView/G_1_secondContractApp.htm","199.59738","106585","0.44054997","534","0.0030902778","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"SpringController/${url.rest.prefix.restapi.v1}/flow-form-model-relation/update-binding/{relId} (POST)","SpringController/${url.rest.prefix.restapi.v1}/flow-form-model-relation/update-binding/{relId} (POST)","193.0","193","7.977308E-4","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrPerformPlanService.getPerformElements.dwr","URI/grcv5/dwr/call/plaincall/dwrPerformPlanService.getPerformElements.dwr","187.06622","28247","0.1167539","151","8.7384257E-4","0.0","0","1","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/${url.rest.prefix.flowmobileapi.v1}/extra-task-process/communicate/reply (POST)","SpringController/${url.rest.prefix.flowmobileapi.v1}/extra-task-process/communicate/reply (POST)","187.0","187","7.729309E-4","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/indidocx/IndiDocX.exe","URI/grcv5/resources/lib/hd/widget/indidocx/IndiDocX.exe","184.5","1476","0.006100781","8","4.6296296E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContractSignInfoService.findContractExecutor.dwr","URI/grcv5/dwr/call/plaincall/dwrContractSignInfoService.findContractExecutor.dwr","183.41176","6236","0.025775386","34","1.9675925E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrPerformPlanService.getPerformElements.dwr","URI/grcv5/dwr/call/plaincall/dwrPerformPlanService.getPerformElements.dwr","183.0579","82193","0.33973","449","0.0025983797","0.0","0","1","org.springframework.boot.loader.WarLauncher"
"SpringController/${url.workflow.create}","SpringController/${url.workflow.create}","182.4","7296","0.030156706","40","2.3148148E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/Others/*","URI/Others/*","181.02272","15930","0.06584379","88","5.0925923E-4","42.045456","37","2","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/G_1_LegalKnowledge/G_1_LegalKnowledgeList13.htm","URI/grcv5/wp/G_1_LegalKnowledge/G_1_LegalKnowledgeList13.htm","174.0","174","7.1919773E-4","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"SpringController/${url.rest.prefix.mobileapi.v1}/common-mobile/userInfos (POST)","SpringController/${url.rest.prefix.mobileapi.v1}/common-mobile/userInfos (POST)","173.60796","91665","0.37888083","528","0.0030555555","0.0","0","2","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrHdWorkflowService.feedbackCommunication.dwr","URI/grcv5/dwr/call/plaincall/dwrHdWorkflowService.feedbackCommunication.dwr","173.0","173","7.150644E-4","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/contractPerf/G_1_paymentFeedback.htm","URI/grcv5/wp/contractPerf/G_1_paymentFeedback.htm","172.3125","2757","0.011395564","16","9.259259E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/${url.rest.prefix.mobileapi.v1}/common-mobile/userInfos (POST)","SpringController/${url.rest.prefix.mobileapi.v1}/common-mobile/userInfos (POST)","171.23827","47433","0.19605578","277","0.0016030093","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/contractPerf/G_1_paymentFeedback.htm","URI/grcv5/wp/contractPerf/G_1_paymentFeedback.htm","170.74","8537","0.035286155","50","2.8935185E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductWorkFlowServiceImpl.obsoleteWithData.dwr","URI/grcv5/dwr/call/plaincall/dwrProductWorkFlowServiceImpl.obsoleteWithData.dwr","169.0","169","6.9853116E-4","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContractInfoService.findContractDraftList.dwr","URI/grcv5/dwr/call/plaincall/dwrContractInfoService.findContractDraftList.dwr","166.4804","16981","0.07018791","102","5.902778E-4","0.0","0","1","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContractSealService.findIsSealByContractId.dwr","URI/grcv5/dwr/call/plaincall/dwrContractSealService.findIsSealByContractId.dwr","160.7272","215053","0.88888294","1338","0.0077430555","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContractSealService.findIsSealByContractId.dwr","URI/grcv5/dwr/call/plaincall/dwrContractSealService.findIsSealByContractId.dwr","160.52281","84435","0.3489969","526","0.0030439815","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrWorkflowListService.findProcessedListAll.dwr","URI/grcv5/dwr/call/plaincall/dwrWorkflowListService.findProcessedListAll.dwr","160.2955","170875","0.7062811","1066","0.0061689815","0.0","0","5","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrHdWorkflowService.startCommunication.dwr","URI/grcv5/dwr/call/plaincall/dwrHdWorkflowService.startCommunication.dwr","158.0","158","6.5306464E-4","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"SpringController/serverapi/restapi/other/v1/download-attachments/{code}","SpringController/serverapi/restapi/other/v1/download-attachments/{code}","157.85686","854637","3.5324883","5414","0.031331018","0.0","0","66","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/G_1_legalAssessManage/G_1_assessGroupEvaResult.htm","URI/grcv5/wp/G_1_legalAssessManage/G_1_assessGroupEvaResult.htm","154.0","154","6.3653133E-4","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/groupService.getChildren.dwr","URI/grcv5/dwr/call/plaincall/groupService.getChildren.dwr","152.53798","24101","0.09961715","158","9.1435184E-4","0.0","0","2","org.springframework.boot.loader.WarLauncher"
"SpringController/serverapi/restapi/other/v1/download-attachments/{code}","SpringController/serverapi/restapi/other/v1/download-attachments/{code}","151.78497","852728","3.5245981","5618","0.032511573","0.0","0","46","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/contractInfo/G_1_ContractApproForm.htm","URI/grcv5/wp/contractInfo/G_1_ContractApproForm.htm","148.43665","65609","0.271183","442","0.0025578705","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/contractInfo/G_1_ContractApproForm.htm","URI/grcv5/wp/contractInfo/G_1_ContractApproForm.htm","147.46068","26248","0.10849139","178","0.0010300926","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrWorkflowListService.getFormData.dwr","URI/grcv5/dwr/call/plaincall/dwrWorkflowListService.getFormData.dwr","144.17943","60267","0.24910282","418","0.0024189814","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrWorkflowListService.getFormData.dwr","URI/grcv5/dwr/call/plaincall/dwrWorkflowListService.getFormData.dwr","143.06366","146068","0.6037458","1021","0.0059085647","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/contractView/G_1_complianceApp.htm","URI/grcv5/wp/contractView/G_1_complianceApp.htm","140.53554","110742","0.45773217","788","0.004560185","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/G_1_LawyerFees/G_1_LawyerJobStatistics.htm","URI/grcv5/wp/G_1_LawyerFees/G_1_LawyerJobStatistics.htm","140.0","140","5.786649E-4","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/contractView/G_1_complianceApp.htm","URI/grcv5/wp/contractView/G_1_complianceApp.htm","138.91777","42231","0.17455426","304","0.0017592593","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/serverapi/v1/zg-tasks/getTaskForUias","SpringController/serverapi/v1/zg-tasks/getTaskForUias","136.82773","260520","1.0768126","1904","0.011018518","0.0","0","5","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/contractExecutePer/lasExecutePersonList.htm","URI/grcv5/wp/contractExecutePer/lasExecutePersonList.htm","136.0","136","5.621316E-4","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/G_1_legalServicesDemand/G_1_legalCompliance.htm","URI/grcv5/wp/G_1_legalServicesDemand/G_1_legalCompliance.htm","134.01923","6969","0.02880511","52","3.0092592E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrOppDockingService.saveDockingTable.dwr","URI/grcv5/dwr/call/plaincall/dwrOppDockingService.saveDockingTable.dwr","132.66667","398","0.0016450615","3","1.7361112E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrWorkflowService.searchCandidates.dwr","URI/grcv5/dwr/call/plaincall/dwrWorkflowService.searchCandidates.dwr","129.4","647","0.0026742583","5","2.8935185E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"SpringController/serverapi/v1/zg-tasks/getTaskForUias","SpringController/serverapi/v1/zg-tasks/getTaskForUias","127.07222","413493","1.709099","3254","0.018831018","0.0","0","4","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrAttentionService.createAttention.dwr","URI/grcv5/dwr/call/plaincall/dwrAttentionService.createAttention.dwr","127.0","127","5.249317E-4","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/G_1_LegalKnowledge/G_1_LegalKnowledgeList11.htm","URI/grcv5/wp/G_1_LegalKnowledge/G_1_LegalKnowledgeList11.htm","125.0","125","5.1666505E-4","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/G_1_legalServicesDemand/G_1_legalCompliance.htm","URI/grcv5/wp/G_1_legalServicesDemand/G_1_legalCompliance.htm","124.92857","1749","0.0072291773","14","8.1018516E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/${url.rest.prefix.flowmobileapi.v1}/process-drive/task-candidates (POST)","SpringController/${url.rest.prefix.flowmobileapi.v1}/process-drive/task-candidates (POST)","120.790695","10388","0.042936932","86","4.9768516E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"SpringController/serverapi/v1/zg-user-org/receiveUserAndOrg (POST)","SpringController/serverapi/v1/zg-user-org/receiveUserAndOrg (POST)","118.0","118","4.877318E-4","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/${url.rest.prefix.flowmobileapi.v1}/process-drive/task-candidate-infos (POST)","SpringController/${url.rest.prefix.flowmobileapi.v1}/process-drive/task-candidate-infos (POST)","116.584","43719","0.18070464","375","0.002170139","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrWorkflowService.getSuccessors.dwr","URI/grcv5/dwr/call/plaincall/dwrWorkflowService.getSuccessors.dwr","112.652176","7773","0.0321283","69","3.9930554E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/${url.attachment}/${url.attachment.download}/previewAnnexPdf","SpringController/${url.attachment}/${url.attachment.download}/previewAnnexPdf","110.591835","5419","0.022398463","49","2.8356482E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrPerformFeedbackService.isAbnormal.dwr","URI/grcv5/dwr/call/plaincall/dwrPerformFeedbackService.isAbnormal.dwr","109.166664","655","0.002707325","6","3.4722223E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"SpringController/${url.rest.prefix.flowmobileapi.v1}/process-drive/task-candidate-infos (POST)","SpringController/${url.rest.prefix.flowmobileapi.v1}/process-drive/task-candidate-infos (POST)","107.98901","19654","0.08123628","182","0.0010532407","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrWorkflowService.getCandidates.dwr","URI/grcv5/dwr/call/plaincall/dwrWorkflowService.getCandidates.dwr","107.67932","25520","0.10548234","237","0.0013715278","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/roleService.getAuthorizedUsers.dwr","URI/grcv5/dwr/call/plaincall/roleService.getAuthorizedUsers.dwr","105.666664","634","0.0026205252","6","3.4722223E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrWorkflowService.getSuccessors.dwr","URI/grcv5/dwr/call/plaincall/dwrWorkflowService.getSuccessors.dwr","104.01099","18930","0.078243755","182","0.0010532407","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrCaseService.caseSizeAndAmount.dwr","URI/grcv5/dwr/call/plaincall/dwrCaseService.caseSizeAndAmount.dwr","104.0","104","4.2986532E-4","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"SpringController/serverapi/archive/acquire/complete/oppositeInfo (POST)","SpringController/serverapi/archive/acquire/complete/oppositeInfo (POST)","103.454544","2276","0.009407437","22","1.2731481E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/groupService.getTreeNodes.dwr","URI/grcv5/dwr/call/plaincall/groupService.getTreeNodes.dwr","103.4375","1655","0.0068406453","16","9.259259E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrWorkflowService.getCandidates.dwr","URI/grcv5/dwr/call/plaincall/dwrWorkflowService.getCandidates.dwr","103.09462","63197","0.26121345","613","0.0035474538","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrWorkflowService.getCandidateInfo.dwr","URI/grcv5/dwr/call/plaincall/dwrWorkflowService.getCandidateInfo.dwr","102.82539","19434","0.08032695","189","0.00109375","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/${url.rest.prefix.flowmobileapi.v1}/process-drive/task-candidate-roots (POST)","SpringController/${url.rest.prefix.flowmobileapi.v1}/process-drive/task-candidate-roots (POST)","102.20721","11345","0.04689252","111","6.423611E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/oppositeManager/oppositeView.htm","URI/grcv5/wp/oppositeManager/oppositeView.htm","102.0","204","8.4319734E-4","2","1.1574074E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
